label,time,event_id
-,2005-06-03-15.59.02.985916,E189
-,2005-06-03-15.59.03.221405,E189
-,2005-06-03-15.59.03.487174,E189
-,2005-06-03-15.59.03.706437,E189
-,2005-06-03-15.59.03.906806,E189
-,2005-06-03-15.59.04.192551,E189
-,2005-06-03-15.59.04.377375,E189
-,2005-06-03-15.59.04.661629,E189
-,2005-06-03-15.59.04.884868,E189
-,2005-06-03-15.59.05.137959,E189
-,2005-06-03-15.59.05.596608,E189
-,2005-06-03-15.59.05.808073,E189
-,2005-06-03-15.59.06.038000,E189
-,2005-06-03-15.59.06.271744,E189
-,2005-06-03-15.59.06.491556,E189
-,2005-06-03-15.59.06.719464,E189
-,2005-06-03-15.59.06.928966,E189
-,2005-06-03-15.59.07.219080,E189
-,2005-06-03-15.59.07.409627,E189
-,2005-06-03-15.59.07.701212,E189
-,2005-06-03-15.59.07.899925,E189
-,2005-06-03-15.59.08.153868,E189
-,2005-06-03-15.59.08.364395,E189
-,2005-06-03-15.59.08.619902,E189
-,2005-06-03-15.59.08.859699,E189
-,2005-06-03-15.59.09.070713,E189
-,2005-06-03-15.59.09.279879,E189
-,2005-06-03-15.59.09.498921,E189
-,2005-06-03-15.59.09.759259,E189
-,2005-06-03-15.59.09.991420,E189
-,2005-06-03-15.59.10.258456,E189
-,2005-06-03-15.59.10.450034,E189
-,2005-06-03-15.59.10.685157,E189
-,2005-06-03-15.59.10.901019,E189
-,2005-06-03-15.59.11.149653,E189
-,2005-06-03-15.59.11.362964,E189
-,2005-06-03-15.59.11.530593,E189
-,2005-06-03-15.59.11.819016,E189
-,2005-06-03-15.59.12.029342,E189
-,2005-06-03-15.59.12.322100,E189
-,2005-06-03-15.59.12.527173,E189
-,2005-06-03-15.59.12.770242,E189
-,2005-06-03-15.59.12.982996,E189
-,2005-06-03-15.59.13.243307,E189
-,2005-06-03-15.59.13.467566,E189
-,2005-06-03-15.59.13.711734,E189
-,2005-06-03-15.59.13.939694,E189
-,2005-06-03-15.59.14.152667,E189
-,2005-06-03-15.59.14.413163,E189
-,2005-06-03-15.59.14.651772,E189
-,2005-06-03-15.59.14.868497,E189
-,2005-06-03-15.59.15.082814,E189
-,2005-06-03-15.59.15.338252,E189
-,2005-06-03-15.59.15.561255,E189
-,2005-06-03-15.59.15.787282,E189
-,2005-06-03-15.59.16.006292,E189
-,2005-06-03-15.59.16.239363,E189
-,2005-06-03-15.59.16.471529,E189
-,2005-06-03-15.59.16.702201,E189
-,2005-06-03-15.59.16.934757,E189
-,2005-06-03-15.59.17.157399,E189
-,2005-06-03-15.59.17.555433,E189
-,2005-06-03-15.59.17.962666,E189
-,2005-06-03-15.59.18.375561,E189
-,2005-06-03-15.59.18.730759,E189
-,2005-06-03-15.59.19.101545,E189
-,2005-06-03-15.59.19.459636,E189
-,2005-06-03-15.59.19.884489,E189
-,2005-06-03-15.59.20.412922,E189
-,2005-06-03-15.59.20.781162,E189
-,2005-06-03-15.59.20.998899,E189
-,2005-06-03-15.59.21.309065,E189
-,2005-06-03-15.59.21.767868,E189
-,2005-06-03-15.59.22.204329,E189
-,2005-06-03-15.59.22.781433,E189
-,2005-06-03-15.59.23.151791,E189
-,2005-06-03-15.59.23.644116,E189
-,2005-06-03-15.59.24.092785,E189
-,2005-06-03-15.59.24.612983,E189
-,2005-06-03-15.59.25.073223,E189
-,2005-06-03-15.59.25.523386,E189
-,2005-06-03-15.59.25.970364,E189
-,2005-06-03-15.59.26.550985,E189
-,2005-06-03-15.59.27.058381,E189
-,2005-06-03-15.59.27.593083,E189
-,2005-06-03-15.59.28.094032,E189
-,2005-06-03-15.59.28.583621,E189
-,2005-06-03-15.59.29.005131,E189
-,2005-06-03-15.59.29.520960,E189
-,2005-06-03-15.59.30.125418,E189
-,2005-06-03-15.59.30.623923,E189
-,2005-06-03-15.59.31.221220,E189
-,2005-06-03-15.59.31.677699,E189
-,2005-06-03-15.59.32.170071,E189
-,2005-06-03-15.59.32.750778,E189
-,2005-06-03-15.59.33.209512,E189
-,2005-06-03-15.59.33.668923,E189
-,2005-06-03-15.59.34.301855,E189
-,2005-06-03-15.59.34.837821,E189
-,2005-06-03-15.59.35.326041,E189
-,2005-06-03-15.59.35.810965,E189
-,2005-06-03-15.59.36.303355,E189
-,2005-06-03-15.59.36.798934,E189
-,2005-06-03-15.59.37.276580,E189
-,2005-06-03-15.59.37.731597,E189
-,2005-06-03-15.59.38.324358,E189
-,2005-06-03-15.59.38.816227,E189
-,2005-06-03-15.59.39.268362,E189
-,2005-06-03-15.59.39.768175,E189
-,2005-06-03-15.59.40.486142,E189
-,2005-06-03-15.59.40.933594,E189
-,2005-06-03-15.59.41.434938,E189
-,2005-06-03-15.59.41.921195,E189
-,2005-06-03-15.59.42.362419,E189
-,2005-06-03-15.59.42.855797,E189
-,2005-06-03-15.59.43.440503,E189
-,2005-06-03-15.59.43.908049,E189
-,2005-06-03-15.59.44.376157,E189
-,2005-06-03-15.59.44.831244,E189
-,2005-06-03-15.59.45.373808,E189
-,2005-06-03-15.59.45.672832,E189
-,2005-06-03-15.59.46.281144,E189
-,2005-06-03-15.59.46.864904,E189
-,2005-06-03-15.59.47.212621,E189
-,2005-06-03-15.59.47.760593,E189
-,2005-06-03-15.59.48.280424,E189
-,2005-06-03-15.59.48.692733,E189
-,2005-06-03-15.59.49.157966,E189
-,2005-06-03-15.59.49.610357,E189
-,2005-06-03-15.59.50.021806,E189
-,2005-06-03-15.59.50.521382,E189
-,2005-06-03-15.59.50.986508,E189
-,2005-06-03-15.59.51.342840,E189
-,2005-06-03-15.59.51.857264,E189
-,2005-06-03-15.59.52.394230,E189
-,2005-06-03-15.59.52.938838,E189
-,2005-06-03-15.59.53.458380,E189
-,2005-06-03-15.59.53.868406,E189
-,2005-06-03-15.59.54.376256,E189
-,2005-06-03-15.59.54.936468,E189
-,2005-06-03-15.59.55.339109,E189
-,2005-06-03-15.59.55.787672,E189
-,2005-06-03-15.59.56.281044,E189
-,2005-06-03-15.59.56.778498,E189
-,2005-06-03-15.59.57.238982,E189
-,2005-06-03-15.59.57.686042,E189
-,2005-06-03-15.59.58.170630,E189
-,2005-06-03-15.59.58.615419,E189
-,2005-06-03-15.59.59.195489,E189
-,2005-06-03-15.59.59.696611,E189
-,2005-06-03-16.00.00.197086,E189
-,2005-06-03-16.00.00.726216,E189
-,2005-06-03-16.00.01.221475,E189
-,2005-06-03-16.00.01.726696,E189
-,2005-06-03-16.00.02.166953,E189
-,2005-06-03-16.00.02.734706,E189
-,2005-06-03-16.00.03.172921,E189
-,2005-06-03-16.00.03.601798,E189
-,2005-06-03-16.00.04.060745,E189
-,2005-06-03-16.00.04.636063,E189
-,2005-06-03-16.00.05.067641,E189
-,2005-06-03-16.00.05.563577,E189
-,2005-06-03-16.00.06.030657,E189
-,2005-06-03-16.00.06.506052,E189
-,2005-06-03-16.00.06.997738,E189
-,2005-06-03-16.00.07.495677,E189
-,2005-06-03-16.00.07.937397,E189
-,2005-06-03-16.00.08.427300,E189
-,2005-06-03-16.00.08.864943,E189
-,2005-06-03-16.00.09.280043,E189
-,2005-06-03-16.00.09.731335,E189
-,2005-06-03-16.00.10.163516,E189
-,2005-06-03-16.00.10.419382,E189
-,2005-06-03-16.00.10.705648,E189
-,2005-06-03-16.00.11.068023,E189
-,2005-06-03-16.00.11.370912,E189
-,2005-06-03-16.00.11.749664,E189
-,2005-06-03-16.00.12.285869,E189
-,2005-06-03-16.00.12.797916,E189
-,2005-06-03-16.00.13.210698,E189
-,2005-06-03-16.00.13.770784,E189
-,2005-06-03-16.00.14.352442,E189
-,2005-06-03-16.00.14.704548,E189
-,2005-06-03-16.00.15.181206,E189
-,2005-06-03-16.00.15.668292,E189
-,2005-06-03-16.00.16.169316,E189
-,2005-06-03-16.00.16.621296,E189
-,2005-06-03-16.00.17.129283,E189
-,2005-06-03-16.00.17.589130,E189
-,2005-06-03-16.00.18.047109,E189
-,2005-06-03-16.00.18.519197,E189
-,2005-06-03-16.00.18.953913,E189
-,2005-06-03-16.00.19.459184,E189
-,2005-06-03-16.00.19.974765,E189
-,2005-06-03-16.00.20.329174,E189
-,2005-06-03-16.00.20.815565,E189
-,2005-06-03-16.00.21.271225,E189
-,2005-06-03-16.00.21.714499,E189
-,2005-06-03-16.00.22.209205,E189
-,2005-06-03-16.00.22.691569,E189
-,2005-06-03-16.00.23.246540,E189
-,2005-06-03-16.00.23.725407,E189
-,2005-06-03-16.00.24.264687,E189
-,2005-06-03-16.00.24.767744,E189
-,2005-06-03-16.00.25.228992,E189
-,2005-06-03-16.00.25.713990,E189
-,2005-06-03-16.00.26.218463,E189
-,2005-06-03-16.00.26.793923,E189
-,2005-06-03-16.00.27.260403,E189
-,2005-06-03-16.00.27.773909,E189
-,2005-06-03-16.00.28.326186,E189
-,2005-06-03-16.00.28.831323,E189
-,2005-06-03-16.00.29.270366,E189
-,2005-06-03-16.00.29.853608,E189
-,2005-06-03-16.00.30.312111,E189
-,2005-06-03-16.00.30.818216,E189
-,2005-06-03-16.00.31.309962,E189
-,2005-06-03-16.00.31.899214,E189
-,2005-06-03-16.00.32.058049,E189
-,2005-06-03-16.00.32.400728,E189
-,2005-06-03-16.00.32.750753,E189
-,2005-06-03-16.00.32.911152,E189
-,2005-06-03-16.00.33.277904,E189
-,2005-06-03-16.00.33.708960,E189
-,2005-06-03-16.00.34.148538,E189
-,2005-06-03-16.00.34.627292,E189
-,2005-06-03-16.00.35.010065,E189
-,2005-06-03-16.00.35.306793,E189
-,2005-06-03-16.00.35.627539,E189
-,2005-06-03-16.00.36.025277,E189
-,2005-06-03-16.00.36.441208,E189
-,2005-06-03-16.00.36.824765,E189
-,2005-06-03-16.00.37.120485,E189
-,2005-06-03-16.00.37.362275,E189
-,2005-06-03-16.00.37.607621,E189
-,2005-06-03-16.00.37.795911,E189
-,2005-06-03-16.00.38.015214,E189
-,2005-06-03-16.00.38.210439,E189
-,2005-06-03-16.00.38.395202,E189
-,2005-06-03-16.00.38.560676,E189
-,2005-06-03-16.00.38.713594,E189
-,2005-06-03-16.00.38.877520,E189
-,2005-06-03-16.00.39.038195,E189
-,2005-06-03-16.00.39.210341,E189
-,2005-06-03-16.00.39.380006,E189
-,2005-06-03-16.00.39.534072,E189
-,2005-06-03-16.00.39.732017,E189
-,2005-06-03-16.00.39.898750,E189
-,2005-06-03-16.00.40.091739,E189
-,2005-06-03-16.00.40.251479,E189
-,2005-06-03-16.00.40.418302,E189
-,2005-06-03-16.00.40.585709,E189
-,2005-06-03-16.00.40.739422,E189
-,2005-06-03-16.00.40.902156,E189
-,2005-06-03-16.00.41.068404,E189
-,2005-06-03-16.00.41.253790,E189
-,2005-06-03-16.00.41.426793,E189
-,2005-06-03-16.00.41.620762,E189
-,2005-06-03-16.00.41.853821,E189
-,2005-06-03-16.00.42.169075,E189
-,2005-06-03-16.00.42.318847,E189
-,2005-06-03-16.00.42.487803,E189
-,2005-06-03-16.00.42.659834,E189
-,2005-06-03-16.00.42.813884,E189
-,2005-06-03-16.00.42.985422,E189
-,2005-06-03-16.00.43.158450,E189
-,2005-06-03-16.00.43.307651,E189
-,2005-06-03-16.00.43.471980,E189
-,2005-06-03-16.00.43.626129,E189
-,2005-06-03-16.00.43.805953,E189
-,2005-06-03-16.00.43.975398,E189
-,2005-06-03-16.00.44.139791,E189
-,2005-06-03-16.00.44.311964,E189
-,2005-06-03-16.00.44.477309,E189
-,2005-06-03-16.00.44.645909,E189
-,2005-06-03-16.00.44.827466,E189
-,2005-06-03-16.00.45.000779,E189
-,2005-06-03-16.00.45.157986,E189
-,2005-06-03-16.00.45.327496,E189
-,2005-06-03-16.00.45.492060,E189
-,2005-06-03-16.00.45.657584,E189
-,2005-06-03-16.00.45.981308,E189
-,2005-06-03-16.00.46.165603,E189
-,2005-06-03-16.00.46.347925,E189
-,2005-06-03-16.00.46.542310,E189
-,2005-06-03-16.00.46.681915,E189
-,2005-06-03-16.00.46.850640,E189
-,2005-06-03-16.00.47.053062,E189
-,2005-06-03-16.00.47.195918,E189
-,2005-06-03-16.00.47.357641,E189
-,2005-06-03-16.00.47.509363,E189
-,2005-06-03-16.00.47.697202,E189
-,2005-06-03-16.00.47.868140,E189
-,2005-06-03-16.00.48.083246,E189
-,2005-06-03-16.00.48.252587,E189
-,2005-06-03-16.00.48.400347,E189
-,2005-06-03-16.00.48.591110,E189
-,2005-06-03-16.00.48.727327,E189
-,2005-06-03-16.00.48.889231,E189
-,2005-06-03-16.00.49.038469,E189
-,2005-06-03-16.00.49.229822,E189
-,2005-06-03-16.00.49.396924,E189
-,2005-06-03-16.00.49.565852,E189
-,2005-06-03-16.00.49.738579,E189
-,2005-06-03-16.00.49.913323,E189
-,2005-06-03-16.00.50.084898,E189
-,2005-06-03-16.00.50.249636,E189
-,2005-06-03-16.00.50.415660,E189
-,2005-06-03-16.00.50.615563,E189
-,2005-06-03-16.00.50.762773,E189
-,2005-06-03-16.00.50.958767,E189
-,2005-06-03-16.00.51.136339,E189
-,2005-06-03-16.00.51.272933,E189
-,2005-06-03-16.00.51.466476,E189
-,2005-06-03-16.00.51.659963,E189
-,2005-06-03-16.00.51.832142,E189
-,2005-06-03-16.00.51.971321,E189
-,2005-06-03-16.00.52.156643,E189
-,2005-06-03-16.00.52.297186,E189
-,2005-06-03-16.00.52.469059,E189
-,2005-06-03-16.00.52.664179,E189
-,2005-06-03-16.00.52.808767,E189
-,2005-06-03-16.00.52.984613,E189
-,2005-06-03-16.00.53.173580,E189
-,2005-06-03-16.00.53.313178,E189
-,2005-06-03-16.00.53.510807,E189
-,2005-06-03-16.00.53.716097,E189
-,2005-06-03-16.00.53.871447,E189
-,2005-06-03-16.00.54.016594,E189
-,2005-06-03-16.00.54.227693,E189
-,2005-06-03-16.00.54.383625,E189
-,2005-06-03-16.00.54.524625,E189
-,2005-06-03-16.00.54.717975,E189
-,2005-06-03-16.00.54.891995,E189
-,2005-06-03-16.00.55.040463,E189
-,2005-06-03-16.00.55.243187,E189
-,2005-06-03-16.00.55.401152,E189
-,2005-06-03-16.00.55.539705,E189
-,2005-06-03-16.00.55.727887,E189
-,2005-06-03-16.00.55.867698,E189
-,2005-06-03-16.00.56.041419,E189
-,2005-06-03-16.00.56.233474,E189
-,2005-06-03-16.00.56.374599,E189
-,2005-06-03-16.00.56.560853,E189
-,2005-06-03-16.00.56.749268,E189
-,2005-06-03-16.00.56.896628,E189
-,2005-06-03-16.00.57.051121,E189
-,2005-06-03-16.00.57.256797,E189
-,2005-06-03-16.00.57.397480,E189
-,2005-06-03-16.00.57.573156,E189
-,2005-06-03-16.00.57.769567,E189
-,2005-06-03-16.00.57.939216,E189
-,2005-06-03-16.00.58.101073,E189
-,2005-06-03-16.00.58.343743,E189
-,2005-06-03-16.00.58.535545,E189
-,2005-06-03-16.00.58.698757,E189
-,2005-06-03-16.00.58.907500,E189
-,2005-06-03-16.00.59.131854,E189
-,2005-06-03-16.00.59.353625,E189
-,2005-06-03-16.00.59.553393,E189
-,2005-06-03-16.00.59.701745,E189
-,2005-06-03-16.00.59.927402,E189
-,2005-06-03-16.01.00.150270,E189
-,2005-06-03-16.01.00.389891,E189
-,2005-06-03-16.01.00.584299,E189
-,2005-06-03-16.01.00.754367,E189
-,2005-06-03-16.01.01.044908,E189
-,2005-06-03-16.01.01.201980,E189
-,2005-06-03-16.01.01.427179,E189
-,2005-06-03-16.01.01.661311,E189
-,2005-06-03-16.01.01.905069,E189
-,2005-06-03-16.01.02.109370,E189
-,2005-06-03-16.01.02.272738,E189
-,2005-06-03-16.01.02.504685,E189
-,2005-06-03-16.01.02.686367,E189
-,2005-06-03-16.01.02.923687,E189
-,2005-06-03-16.01.03.110826,E189
-,2005-06-03-16.01.03.268888,E189
-,2005-06-03-16.01.03.476476,E189
-,2005-06-03-16.01.03.706853,E189
-,2005-06-03-16.01.03.936666,E189
-,2005-06-03-16.01.04.133149,E189
-,2005-06-03-16.01.04.318239,E189
-,2005-06-03-16.01.04.656224,E189
-,2005-06-03-16.01.04.820440,E189
-,2005-06-03-16.01.05.050633,E189
-,2005-06-03-16.01.05.237548,E189
-,2005-06-03-16.01.05.454843,E189
-,2005-06-03-16.01.05.642026,E189
-,2005-06-03-16.01.05.794664,E189
-,2005-06-03-16.01.06.025946,E189
-,2005-06-03-16.01.06.251444,E189
-,2005-06-03-16.01.06.476758,E189
-,2005-06-03-16.01.06.662778,E189
-,2005-06-03-16.01.06.841899,E189
-,2005-06-03-16.01.07.055497,E189
-,2005-06-03-16.01.07.268698,E189
-,2005-06-03-16.01.07.484431,E189
-,2005-06-03-16.01.07.658386,E189
-,2005-06-03-16.01.07.808677,E189
-,2005-06-03-16.01.08.041225,E189
-,2005-06-03-16.01.08.228564,E189
-,2005-06-03-16.01.08.398866,E189
-,2005-06-03-16.01.08.623324,E189
-,2005-06-03-16.01.08.809628,E189
-,2005-06-03-16.01.09.025243,E189
-,2005-06-03-16.01.09.212622,E189
-,2005-06-03-16.01.09.367370,E189
-,2005-06-03-16.01.09.585762,E189
-,2005-06-03-16.01.09.826119,E189
-,2005-06-03-16.01.10.045585,E189
-,2005-06-03-16.01.10.235438,E189
-,2005-06-03-16.01.10.413789,E189
-,2005-06-03-16.01.10.625981,E189
-,2005-06-03-16.01.10.852897,E189
-,2005-06-03-16.01.11.079955,E189
-,2005-06-03-16.01.11.309890,E189
-,2005-06-03-16.01.11.478742,E189
-,2005-06-03-16.01.11.787930,E189
-,2005-06-03-16.01.11.948008,E189
-,2005-06-03-16.01.12.159938,E189
-,2005-06-03-16.01.12.378553,E189
-,2005-06-03-16.01.12.593727,E189
-,2005-06-03-16.01.12.780591,E189
-,2005-06-03-16.01.12.956781,E189
-,2005-06-03-16.01.13.168082,E189
-,2005-06-03-16.01.13.396313,E189
-,2005-06-03-16.01.13.612598,E189
-,2005-06-03-16.01.13.801763,E189
-,2005-06-03-16.01.13.955700,E189
-,2005-06-03-16.01.14.191350,E189
-,2005-06-03-16.01.14.413043,E189
-,2005-06-03-16.01.14.636358,E189
-,2005-06-03-16.01.14.823859,E189
-,2005-06-03-16.01.14.978262,E189
-,2005-06-03-16.01.15.196458,E189
-,2005-06-03-16.01.15.406623,E189
-,2005-06-03-16.01.15.574727,E189
-,2005-06-03-16.01.15.806884,E189
-,2005-06-03-16.01.15.974311,E189
-,2005-06-03-16.01.16.224673,E189
-,2005-06-03-16.01.16.432475,E189
-,2005-06-03-16.01.16.748786,E189
-,2005-06-03-16.01.16.937902,E189
-,2005-06-03-16.01.17.184016,E189
-,2005-06-03-16.01.17.362968,E189
-,2005-06-03-16.01.17.514850,E189
-,2005-06-03-16.01.17.756596,E189
-,2005-06-03-16.01.17.987497,E189
-,2005-06-03-16.01.18.221292,E189
-,2005-06-03-16.01.18.451509,E189
-,2005-06-03-16.01.18.626166,E189
-,2005-06-03-16.01.18.951767,E189
-,2005-06-03-16.01.19.123775,E189
-,2005-06-03-16.01.19.417432,E189
-,2005-06-03-16.01.19.577144,E189
-,2005-06-03-16.01.19.797791,E189
-,2005-06-03-16.01.20.013721,E189
-,2005-06-03-16.01.20.244475,E189
-,2005-06-03-16.01.20.452417,E189
-,2005-06-03-16.01.20.622875,E189
-,2005-06-03-16.01.20.853359,E189
-,2005-06-03-16.01.21.045109,E189
-,2005-06-03-16.01.21.282523,E189
-,2005-06-03-16.01.21.514062,E189
-,2005-06-03-16.01.21.693039,E189
-,2005-06-03-16.01.21.924352,E189
-,2005-06-03-16.01.22.074367,E189
-,2005-06-03-16.01.22.307236,E189
-,2005-06-03-16.01.22.558488,E189
-,2005-06-03-16.01.22.796401,E189
-,2005-06-03-16.01.22.977500,E189
-,2005-06-03-16.01.23.204440,E189
-,2005-06-03-16.01.23.457400,E189
-,2005-06-03-16.01.23.621604,E189
-,2005-06-03-16.01.23.865840,E189
-,2005-06-03-16.01.24.101870,E189
-,2005-06-03-16.01.24.320614,E189
-,2005-06-03-16.01.24.480917,E189
-,2005-06-03-16.01.24.652456,E189
-,2005-06-03-16.01.24.897076,E189
-,2005-06-03-16.01.25.117548,E189
-,2005-06-03-16.01.25.346989,E189
-,2005-06-03-16.01.25.498769,E189
-,2005-06-03-16.01.25.666770,E189
-,2005-06-03-16.01.25.891036,E189
-,2005-06-03-16.01.26.105685,E189
-,2005-06-03-16.01.26.279027,E189
-,2005-06-03-16.01.26.515906,E189
-,2005-06-03-16.01.26.666343,E189
-,2005-06-03-16.01.26.893112,E189
-,2005-06-03-16.01.27.087406,E189
-,2005-06-03-16.01.27.254089,E189
-,2005-06-03-16.01.27.470610,E189
-,2005-06-03-16.01.27.703114,E189
-,2005-06-03-16.01.27.944037,E189
-,2005-06-03-16.01.28.161824,E189
-,2005-06-03-16.01.28.400106,E189
-,2005-06-03-16.01.28.556389,E189
-,2005-06-03-16.01.28.755776,E189
-,2005-06-03-16.01.28.978084,E189
-,2005-06-03-16.01.29.194504,E189
-,2005-06-03-16.01.29.428302,E189
-,2005-06-03-16.01.29.610606,E189
-,2005-06-03-16.01.29.761230,E189
-,2005-06-03-16.01.30.001363,E189
-,2005-06-03-16.01.30.226560,E189
-,2005-06-03-16.01.30.459074,E189
-,2005-06-03-16.01.30.695859,E189
-,2005-06-03-16.01.30.876523,E189
-,2005-06-03-16.01.31.106713,E189
-,2005-06-03-16.01.31.269862,E189
-,2005-06-03-16.01.31.508997,E189
-,2005-06-03-16.01.31.737013,E189
-,2005-06-03-16.01.31.980293,E189
-,2005-06-03-16.01.32.157481,E189
-,2005-06-03-16.01.32.311834,E189
-,2005-06-03-16.01.32.552273,E189
-,2005-06-03-16.01.32.779243,E189
-,2005-06-03-16.01.32.999818,E189
-,2005-06-03-16.01.33.174506,E189
-,2005-06-03-16.01.33.332943,E189
-,2005-06-03-16.01.33.582957,E189
-,2005-06-03-16.01.33.780029,E189
-,2005-06-03-16.01.34.017038,E189
-,2005-06-03-16.01.34.243479,E189
-,2005-06-03-16.01.34.419460,E189
-,2005-06-03-16.01.34.633526,E189
-,2005-06-03-16.01.34.812157,E189
-,2005-06-03-16.01.35.051445,E189
-,2005-06-03-16.01.35.272330,E189
-,2005-06-03-16.01.35.450584,E189
-,2005-06-03-16.01.35.697336,E189
-,2005-06-03-16.01.35.847554,E189
-,2005-06-03-16.01.36.130435,E189
-,2005-06-03-16.01.36.364371,E189
-,2005-06-03-16.01.36.599900,E189
-,2005-06-03-16.01.36.814953,E189
-,2005-06-03-16.01.36.975869,E189
-,2005-06-03-16.01.37.260443,E189
-,2005-06-03-16.01.37.411515,E189
-,2005-06-03-16.01.37.651315,E189
-,2005-06-03-16.01.37.889501,E189
-,2005-06-03-16.01.38.113474,E189
-,2005-06-03-16.01.38.386279,E189
-,2005-06-03-16.01.38.604918,E189
-,2005-06-03-16.01.38.780611,E189
-,2005-06-03-16.01.38.933141,E189
-,2005-06-03-16.01.39.171857,E189
-,2005-06-03-16.01.39.406914,E189
-,2005-06-03-16.01.39.626307,E189
-,2005-06-03-16.01.39.810621,E189
-,2005-06-03-16.01.39.963849,E189
-,2005-06-03-16.01.40.202539,E189
-,2005-06-03-16.01.40.425931,E189
-,2005-06-03-16.01.40.640922,E189
-,2005-06-03-16.01.40.796276,E189
-,2005-06-03-16.01.40.947179,E189
-,2005-06-03-16.01.41.166085,E189
-,2005-06-03-16.01.41.385993,E189
-,2005-06-03-16.01.41.553289,E189
-,2005-06-03-16.01.41.774595,E189
-,2005-06-03-16.01.41.955688,E189
-,2005-06-03-16.01.42.176417,E189
-,2005-06-03-16.01.42.387103,E189
-,2005-06-03-16.01.42.552261,E189
-,2005-06-03-16.01.42.775168,E189
-,2005-06-03-16.01.43.007001,E189
-,2005-06-03-16.01.43.247794,E189
-,2005-06-03-16.01.43.494205,E189
-,2005-06-03-16.01.43.711711,E189
-,2005-06-03-16.01.43.945641,E189
-,2005-06-03-16.01.44.125850,E189
-,2005-06-03-16.01.44.400390,E189
-,2005-06-03-16.01.44.562252,E189
-,2005-06-03-16.01.44.799094,E189
-,2005-06-03-16.01.45.021698,E189
-,2005-06-03-16.01.45.247815,E189
-,2005-06-03-16.01.45.476213,E189
-,2005-06-03-16.01.45.642391,E189
-,2005-06-03-16.01.45.855441,E189
-,2005-06-03-16.01.46.045825,E189
-,2005-06-03-16.01.46.290366,E189
-,2005-06-03-16.01.46.512285,E189
-,2005-06-03-16.01.46.688638,E189
-,2005-06-03-16.01.46.915325,E189
-,2005-06-03-16.01.47.074257,E189
-,2005-06-03-16.01.47.305509,E189
-,2005-06-03-16.01.47.532630,E189
-,2005-06-03-16.01.47.710880,E189
-,2005-06-03-16.01.47.935990,E189
-,2005-06-03-16.01.48.090544,E189
-,2005-06-03-16.01.48.337647,E189
-,2005-06-03-16.01.48.561127,E189
-,2005-06-03-16.01.48.804402,E189
-,2005-06-03-16.01.48.970222,E189
-,2005-06-03-16.01.49.122706,E189
-,2005-06-03-16.01.49.364212,E189
-,2005-06-03-16.01.49.583178,E189
-,2005-06-03-16.01.49.827096,E189
-,2005-06-03-16.01.50.008181,E189
-,2005-06-03-16.01.50.687138,E5
-,2005-06-03-16.01.50.728205,E11
-,2005-06-03-16.01.50.945374,E38
-,2005-06-03-16.01.51.141964,E354
-,2005-06-03-16.03.36.365777,E11
-,2005-06-03-16.03.36.384059,E11
-,2005-06-03-16.04.02.488127,E168
-,2005-06-03-16.04.02.506939,E168
-,2005-06-03-16.04.03.053874,E168
-,2005-06-03-16.04.03.597367,E168
-,2005-06-03-16.04.03.616225,E168
-,2005-06-03-16.04.03.635499,E168
-,2005-06-03-16.04.03.654421,E168
-,2005-06-03-16.04.03.672567,E168
-,2005-06-03-16.05.02.256430,E236
-,2005-06-03-16.08.28.444567,E168
-,2005-06-03-16.08.28.477776,E168
-,2005-06-03-16.08.28.713229,E168
-,2005-06-03-16.08.28.743130,E168
-,2005-06-03-16.08.28.762925,E168
-,2005-06-03-16.09.47.366032,E236
-,2005-06-03-16.12.00.444970,E105
R_DDR_EXC,2005-06-03-16.12.01.215908,E106
-,2005-06-03-16.12.21.821525,E11
-,2005-06-03-16.12.22.564337,E5
-,2005-06-03-16.12.22.591111,E5
-,2005-06-03-16.12.22.810364,E5
-,2005-06-03-16.12.22.828104,E38
-,2005-06-03-16.12.23.037608,E5
-,2005-06-03-16.12.23.056320,E38
-,2005-06-03-16.12.23.237865,E5
-,2005-06-03-16.12.23.285028,E38
-,2005-06-03-16.12.23.469659,E5
-,2005-06-03-16.12.23.487512,E38
-,2005-06-03-16.12.23.675733,E5
-,2005-06-03-16.12.23.693545,E38
-,2005-06-03-16.12.23.866715,E5
-,2005-06-03-16.12.23.885161,E38
-,2005-06-03-16.12.24.113978,E5
-,2005-06-03-16.12.24.141149,E354
-,2005-06-03-16.12.24.343710,E38
-,2005-06-03-16.12.24.492830,E38
-,2005-06-03-16.12.24.641419,E38
-,2005-06-03-16.12.24.857272,E38
-,2005-06-03-16.12.25.011057,E38
-,2005-06-03-16.12.25.201320,E38
-,2005-06-03-16.12.25.378687,E38
-,2005-06-03-16.12.25.634275,E38
-,2005-06-03-16.12.25.862013,E38
-,2005-06-03-16.12.26.134500,E38
-,2005-06-03-16.12.26.353636,E38
-,2005-06-03-16.12.26.520635,E38
-,2005-06-03-16.12.26.677588,E38
-,2005-06-03-16.12.26.882931,E38
-,2005-06-03-16.12.27.037058,E38
-,2005-06-03-16.12.27.184229,E38
-,2005-06-03-16.12.27.393981,E38
-,2005-06-03-16.12.27.549442,E38
-,2005-06-03-16.12.27.697305,E38
-,2005-06-03-16.12.27.924018,E38
-,2005-06-03-16.12.28.089327,E38
-,2005-06-03-16.12.28.264731,E38
-,2005-06-03-16.12.28.445250,E38
-,2005-06-03-16.12.28.681436,E38
